!wl(nm)	Tr (CaF2)
6290 	0.9453
6290 	0.9453
6300 	0.9453
6300 	0.9453
6300 	0.9453
6300 	0.9452
6310 	0.9452
6310 	0.9452
6310 	0.9452
6310 	0.9452
6320 	0.9452
6320 	0.9452
6320 	0.9452
6320 	0.9452
6320 	0.9452
6330 	0.9452
6330 	0.9451
6330 	0.9451
6330 	0.9451
6340 	0.9451
6340 	0.9451
6340 	0.945
6340 	0.945
6350 	0.945
6350 	0.945
6350 	0.945
6350 	0.945
6360 	0.945
6360 	0.945
6360 	0.9451
6360 	0.9451
6370 	0.9451
6370 	0.9451
6370 	0.9451
6370 	0.9451
6380 	0.9451
6380 	0.9451
6380 	0.9452
6380 	0.9452
6390 	0.9452
6390 	0.9453
6390 	0.9453
6390 	0.9453
6400 	0.9453
6400 	0.9453
6400 	0.9454
6400 	0.9454
6400 	0.9455
6410 	0.9455
6410 	0.9456
6410 	0.9456
6410 	0.9457
6420 	0.9457
6420 	0.9457
6420 	0.9456
6420 	0.9456
6430 	0.9455
6430 	0.9454
6430 	0.9453
6430 	0.9453
6440 	0.9453
6440 	0.9452
6440 	0.9452
6440 	0.9452
6450 	0.9452
6450 	0.9452
6450 	0.9453
6450 	0.9453
6460 	0.9453
6460 	0.9454
6460 	0.9454
6460 	0.9455
6470 	0.9456
6470 	0.9456
6470 	0.9457
6470 	0.9458
6470 	0.9459
6480 	0.946
6480 	0.9461
6480 	0.9462
6480 	0.9463
6490 	0.9464
6490 	0.9464
6490 	0.9464
6490 	0.9464
6500 	0.9464
6500 	0.9463
6500 	0.9463
6500 	0.9462
6510 	0.9462
6510 	0.9462
6510 	0.9463
6510 	0.9463
6520 	0.9463
6520 	0.9464
6520 	0.9464
6520 	0.9465
6530 	0.9465
6530 	0.9466
6530 	0.9466
6530 	0.9467
6540 	0.9467
6540 	0.9467
6540 	0.9468
6540 	0.9468
6540 	0.9469
6550 	0.9469
6550 	0.947
6550 	0.9471
6550 	0.9471
6560 	0.9472
6560 	0.9473
6560 	0.9473
6560 	0.9474
6570 	0.9475
6570 	0.9476
6570 	0.9477
6570 	0.9477
6580 	0.9478
6580 	0.9479
6580 	0.9479
6580 	0.9479
6590 	0.9479
6590 	0.9479
6590 	0.9478
6590 	0.9478
6600 	0.9477
6600 	0.9477
6600 	0.9476
6600 	0.9476
6610 	0.9475
6610 	0.9475
6610 	0.9475
6610 	0.9476
6610 	0.9477
6620 	0.9478
6620 	0.9479
6620 	0.948
6620 	0.9481
6630 	0.9482
6630 	0.9482
6630 	0.9483
6630 	0.9482
6640 	0.9482
6640 	0.9481
6640 	0.948
6640 	0.9479
6650 	0.9478
6650 	0.9477
6650 	0.9477
6650 	0.9476
6660 	0.9476
6660 	0.9476
6660 	0.9476
6660 	0.9476
6670 	0.9476
6670 	0.9476
6670 	0.9476
6670 	0.9476
6680 	0.9476
6680 	0.9475
6680 	0.9475
6680 	0.9475
6690 	0.9475
6690 	0.9475
6690 	0.9475
6690 	0.9475
6690 	0.9476
6700 	0.9476
6700 	0.9476
6700 	0.9477
6700 	0.9477
6710 	0.9477
6710 	0.9477
6710 	0.9477
6710 	0.9477
6720 	0.9477
6720 	0.9476
6720 	0.9476
6720 	0.9476
6730 	0.9476
6730 	0.9476
6730 	0.9475
6730 	0.9475
6740 	0.9475
6740 	0.9475
6740 	0.9476
6740 	0.9476
6750 	0.9476
6750 	0.9476
6750 	0.9476
6750 	0.9476
6760 	0.9476
6760 	0.9476
6760 	0.9476
6760 	0.9476
6760 	0.9477
6770 	0.9477
6770 	0.9477
6770 	0.9477
6770 	0.9477
6780 	0.9477
6780 	0.9477
6780 	0.9476
6780 	0.9476
6790 	0.9476
6790 	0.9475
6790 	0.9474
6790 	0.9474
6800 	0.9473
6800 	0.9472
6800 	0.9472
6800 	0.9471
6810 	0.947
6810 	0.947
6810 	0.9469
6810 	0.9469
6820 	0.9469
6820 	0.9468
6820 	0.9468
6820 	0.9468
6830 	0.9467
6830 	0.9467
6830 	0.9467
6830 	0.9467
6830 	0.9467
6840 	0.9467
6840 	0.9468
6840 	0.9469
6840 	0.9469
6850 	0.947
6850 	0.9471
6850 	0.9473
6850 	0.9474
6860 	0.9475
6860 	0.9475
6860 	0.9476
6860 	0.9476
6870 	0.9476
6870 	0.9475
6870 	0.9474
6870 	0.9473
6880 	0.9472
6880 	0.9471
6880 	0.9471
6880 	0.947
6890 	0.947
6890 	0.9469
6890 	0.9469
6890 	0.9469
6900 	0.9469
6900 	0.9469
6900 	0.9469
6900 	0.9469
6900 	0.9468
6910 	0.9468
6910 	0.9468
6910 	0.9468
6910 	0.9468
6920 	0.9468
6920 	0.9467
6920 	0.9467
6920 	0.9467
6930 	0.9467
6930 	0.9467
6930 	0.9467
6930 	0.9467
6940 	0.9467
6940 	0.9468
6940 	0.9468
6940 	0.9468
6950 	0.9468
6950 	0.9469
6950 	0.9469
6950 	0.9469
6960 	0.9469
6960 	0.9469
6960 	0.9469
6960 	0.9469
6970 	0.9468
6970 	0.9468
6970 	0.9467
6970 	0.9467
6970 	0.9467
6980 	0.9466
6980 	0.9466
6980 	0.9466
6980 	0.9465
6990 	0.9465
6990 	0.9465
6990 	0.9465
6990 	0.9465
7000 	0.9465
7000 	0.9465
7000 	0.9465
7000 	0.9465
7010 	0.9465
7010 	0.9465
7010 	0.9465
7010 	0.9465
7020 	0.9465
7020 	0.9464
7020 	0.9464
7020 	0.9464
7030 	0.9464
7030 	0.9464
7030 	0.9464
7030 	0.9464
7040 	0.9464
7040 	0.9464
7040 	0.9464
7040 	0.9464
7050 	0.9464
7050 	0.9464
7050 	0.9464
7050 	0.9464
7050 	0.9463
7060 	0.9463
7060 	0.9463
7060 	0.9462
7060 	0.9462
7070 	0.9462
7070 	0.9461
7070 	0.9461
7070 	0.9461
7080 	0.9461
7080 	0.9461
7080 	0.946
7080 	0.946
7090 	0.946
7090 	0.946
7090 	0.946
7090 	0.946
7100 	0.946
7100 	0.946
7100 	0.946
7100 	0.946
7110 	0.946
7110 	0.946
7110 	0.946
7110 	0.946
7120 	0.946
7120 	0.946
7120 	0.946
7120 	0.946
7120 	0.9461
7130 	0.9461
7130 	0.9461
7130 	0.9461
7130 	0.9461
7140 	0.9462
7140 	0.9462
7140 	0.9462
7140 	0.9463
7150 	0.9463
7150 	0.9463
7150 	0.9463
7150 	0.9463
7160 	0.9463
7160 	0.9463
7160 	0.9463
7160 	0.9462
7170 	0.9462
7170 	0.9462
7170 	0.9462
7170 	0.9461
7180 	0.9461
7180 	0.9461
7180 	0.9461
7180 	0.9461
7190 	0.9461
7190 	0.9461
7190 	0.9461
7190 	0.9461
7190 	0.9461
7200 	0.9461
7200 	0.9462
7200 	0.9462
7200 	0.9462
7210 	0.9461
7210 	0.9461
7210 	0.9461
7210 	0.9461
7220 	0.9461
7220 	0.946
7220 	0.946
7220 	0.946
7230 	0.946
7230 	0.946
7230 	0.946
7230 	0.9459
7240 	0.9459
7240 	0.9459
7240 	0.9459
7240 	0.9459
7250 	0.9459
7250 	0.9459
7250 	0.9459
7250 	0.946
7260 	0.946
7260 	0.946
7260 	0.946
7260 	0.946
7260 	0.946
7270 	0.946
7270 	0.946
7270 	0.946
7270 	0.946
7280 	0.946
7280 	0.946
7280 	0.946
7280 	0.946
7290 	0.946
7290 	0.946
7290 	0.946
7290 	0.9459
7300 	0.9459
7300 	0.9459
7300 	0.9459
7300 	0.9459
7310 	0.9459
7310 	0.9459
7310 	0.9458
7310 	0.9458
7320 	0.9458
7320 	0.9458
7320 	0.9458
7320 	0.9458
7330 	0.9458
7330 	0.9458
7330 	0.9459
7330 	0.9459
7340 	0.9459
7340 	0.9459
7340 	0.9459
7340 	0.9459
7340 	0.9459
7350 	0.9459
7350 	0.9458
7350 	0.9458
7350 	0.9458
7360 	0.9458
7360 	0.9457
7360 	0.9457
7360 	0.9457
7370 	0.9456
7370 	0.9456
7370 	0.9456
7370 	0.9456
7380 	0.9456
7380 	0.9456
7380 	0.9455
7380 	0.9455
7390 	0.9455
7390 	0.9455
7390 	0.9455
7390 	0.9455
7400 	0.9455
7400 	0.9454
7400 	0.9454
7400 	0.9454
7410 	0.9454
7410 	0.9454
7410 	0.9454
7410 	0.9453
7410 	0.9453
7420 	0.9453
7420 	0.9453
7420 	0.9453
7420 	0.9453
7430 	0.9453
7430 	0.9453
7430 	0.9453
7430 	0.9453
7440 	0.9452
7440 	0.9452
7440 	0.9452
7440 	0.9452
7450 	0.9453
7450 	0.9453
7450 	0.9453
7450 	0.9453
7460 	0.9453
7460 	0.9453
7460 	0.9453
7460 	0.9452
7470 	0.9452
7470 	0.9452
7470 	0.9452
7470 	0.9451
7480 	0.9451
7480 	0.9451
7480 	0.945
7480 	0.945
7480 	0.945
7490 	0.9449
7490 	0.9449
7490 	0.9449
7490 	0.9448
7500 	0.9448
7500 	0.9448
7500 	0.9448
7500 	0.9448
7510 	0.9448
7510 	0.9448
7510 	0.9448
7510 	0.9447
7520 	0.9447
7520 	0.9447
7520 	0.9447
7520 	0.9447
7530 	0.9447
7530 	0.9446
7530 	0.9446
7530 	0.9446
7540 	0.9446
7540 	0.9446
7540 	0.9445
7540 	0.9445
7550 	0.9445
7550 	0.9445
7550 	0.9445
7550 	0.9444
7550 	0.9444
7560 	0.9444
7560 	0.9444
7560 	0.9444
7560 	0.9443
7570 	0.9443
7570 	0.9443
7570 	0.9443
7570 	0.9443
7580 	0.9442
7580 	0.9442
7580 	0.9442
7580 	0.9442
7590 	0.9441
7590 	0.9441
7590 	0.9441
7590 	0.944
7600 	0.944
7600 	0.944
7600 	0.944
7600 	0.9439
7610 	0.9439
7610 	0.9439
7610 	0.9438
7610 	0.9438
7620 	0.9438
7620 	0.9437
7620 	0.9437
7620 	0.9437
7630 	0.9436
7630 	0.9436
7630 	0.9436
7630 	0.9436
7630 	0.9435
7640 	0.9435
7640 	0.9435
7640 	0.9435
7640 	0.9434
7650 	0.9434
7650 	0.9434
7650 	0.9433
7650 	0.9433
7660 	0.9433
7660 	0.9433
7660 	0.9432
7660 	0.9432
7670 	0.9432
7670 	0.9431
7670 	0.9431
7670 	0.9431
7680 	0.943
7680 	0.943
7680 	0.943
7680 	0.943
7690 	0.9429
7690 	0.9429
7690 	0.9429
7690 	0.9428
7700 	0.9428
7700 	0.9428
7700 	0.9428
7700 	0.9427
7700 	0.9427
7710 	0.9427
7710 	0.9426
7710 	0.9426
7710 	0.9426
7720 	0.9426
7720 	0.9425
7720 	0.9425
7720 	0.9425
7730 	0.9424
7730 	0.9424
7730 	0.9424
7730 	0.9423
7740 	0.9423
7740 	0.9423
7740 	0.9422
7740 	0.9422
7750 	0.9422
7750 	0.9421
7750 	0.9421
7750 	0.9421
7760 	0.942
7760 	0.942
7760 	0.9419
7760 	0.9419
7770 	0.9419
7770 	0.9419
7770 	0.9418
7770 	0.9418
7770 	0.9418
7780 	0.9417
7780 	0.9417
7780 	0.9417
7780 	0.9416
7790 	0.9416
7790 	0.9416
7790 	0.9415
7790 	0.9415
7800 	0.9414
7800 	0.9414
7800 	0.9414
7800 	0.9413
7810 	0.9413
7810 	0.9413
7810 	0.9412
7810 	0.9412
7820 	0.9412
7820 	0.9411
7820 	0.9411
7820 	0.9411
7830 	0.941
7830 	0.941
7830 	0.9409
7830 	0.9409
7840 	0.9409
7840 	0.9408
7840 	0.9408
7840 	0.9407
7840 	0.9407
7850 	0.9407
7850 	0.9406
7850 	0.9406
7850 	0.9405
7860 	0.9405
7860 	0.9404
7860 	0.9404
7860 	0.9404
7870 	0.9403
7870 	0.9403
7870 	0.9402
7870 	0.9402
7880 	0.9401
7880 	0.9401
7880 	0.94
7880 	0.94
7890 	0.9399
7890 	0.9399
7890 	0.9398
7890 	0.9398
7900 	0.9397
7900 	0.9397
7900 	0.9396
7900 	0.9396
7910 	0.9395
7910 	0.9395
7910 	0.9394
7910 	0.9394
7910 	0.9393
7920 	0.9392
7920 	0.9392
7920 	0.9391
7920 	0.9391
7930 	0.9391
7930 	0.939
7930 	0.939
7930 	0.9389
7940 	0.9389
7940 	0.9389
7940 	0.9388
7940 	0.9388
7950 	0.9387
7950 	0.9387
7950 	0.9387
7950 	0.9386
7960 	0.9386
7960 	0.9386
7960 	0.9385
7960 	0.9385
7970 	0.9384
7970 	0.9384
7970 	0.9383
7970 	0.9383
7980 	0.9383
7980 	0.9382
7980 	0.9382
7980 	0.9381
7990 	0.9381
7990 	0.938
7990 	0.938
7990 	0.9379
7990 	0.9379
8000 	0.9378
8000 	0.9378
8000 	0.9377
8000 	0.9377
8010 	0.9377
8010 	0.9376
8010 	0.9376
8010 	0.9375
8020 	0.9375
8020 	0.9374
8020 	0.9373
8020 	0.9373
8030 	0.9372
8030 	0.9372
8030 	0.9371
8030 	0.9371
8040 	0.937
8040 	0.937
8040 	0.9369
8040 	0.9368
8050 	0.9368
8050 	0.9367
8050 	0.9367
8050 	0.9366
8060 	0.9365
8060 	0.9365
8060 	0.9364
8060 	0.9364
8060 	0.9363
8070 	0.9362
8070 	0.9362
8070 	0.9361
8070 	0.9361
8080 	0.936
8080 	0.936
8080 	0.9359
8080 	0.9358
8090 	0.9358
8090 	0.9357
8090 	0.9357
8090 	0.9356
8100 	0.9356
8100 	0.9355
8100 	0.9355
8100 	0.9354
8110 	0.9353
8110 	0.9353
8110 	0.9352
8110 	0.9352
8120 	0.9351
8120 	0.935
8120 	0.935
8120 	0.9349
8130 	0.9349
8130 	0.9348
8130 	0.9348
8130 	0.9347
8130 	0.9346
8140 	0.9346
8140 	0.9345
8140 	0.9345
8140 	0.9344
8150 	0.9344
8150 	0.9343
8150 	0.9342
8150 	0.9342
8160 	0.9341
8160 	0.9341
8160 	0.934
8160 	0.9339
8170 	0.9339
8170 	0.9338
8170 	0.9337
8170 	0.9337
8180 	0.9336
8180 	0.9335
8180 	0.9335
8180 	0.9334
8190 	0.9334
8190 	0.9333
8190 	0.9332
8190 	0.9332
8200 	0.9331
8200 	0.933
8200 	0.933
8200 	0.9329
8200 	0.9328
8210 	0.9328
8210 	0.9327
8210 	0.9326
8210 	0.9326
8220 	0.9325
8220 	0.9324
8220 	0.9324
8220 	0.9323
8230 	0.9323
8230 	0.9322
8230 	0.9321
8230 	0.9321
8240 	0.932
8240 	0.9319
8240 	0.9319
8240 	0.9318
8250 	0.9317
8250 	0.9317
8250 	0.9316
8250 	0.9315
8260 	0.9314
8260 	0.9314
8260 	0.9313
8260 	0.9312
8270 	0.9311
8270 	0.9311
8270 	0.931
8270 	0.9309
8280 	0.9308
8280 	0.9308
8280 	0.9307
8280 	0.9306
8280 	0.9305
8290 	0.9305
8290 	0.9304
8290 	0.9303
8290 	0.9302
8300 	0.9302
8300 	0.9301
8300 	0.93
8300 	0.93
8310 	0.9299
8310 	0.9298
8310 	0.9297
8310 	0.9296
8320 	0.9296
8320 	0.9295
8320 	0.9294
8320 	0.9293
8330 	0.9292
8330 	0.9291
8330 	0.929
8330 	0.9289
8340 	0.9289
8340 	0.9288
8340 	0.9287
8340 	0.9286
8350 	0.9285
8350 	0.9284
8350 	0.9284
8350 	0.9283
8350 	0.9282
8360 	0.9281
8360 	0.928
8360 	0.9279
8360 	0.9279
8370 	0.9278
8370 	0.9277
8370 	0.9276
8370 	0.9275
8380 	0.9274
8380 	0.9273
8380 	0.9273
8380 	0.9272
8390 	0.9271
8390 	0.927
8390 	0.9269
8390 	0.9268
8400 	0.9267
8400 	0.9267
8400 	0.9266
8400 	0.9265
8410 	0.9264
8410 	0.9263
8410 	0.9262
8410 	0.9261
8420 	0.9261
8420 	0.926
8420 	0.9259
8420 	0.9258
8420 	0.9257
8430 	0.9256
8430 	0.9255
8430 	0.9254
8430 	0.9253
8440 	0.9252
8440 	0.9251
8440 	0.9251
8440 	0.925
8450 	0.9249
8450 	0.9248
8450 	0.9247
8450 	0.9246
8460 	0.9245
8460 	0.9244
8460 	0.9243
8460 	0.9242
8470 	0.9241
8470 	0.924
8470 	0.9239
8470 	0.9238
8480 	0.9237
8480 	0.9236
8480 	0.9235
8480 	0.9234
8490 	0.9233
8490 	0.9232
8490 	0.9231
8490 	0.923
8490 	0.9229
8500 	0.9228
8500 	0.9227
8500 	0.9226
8500 	0.9225
8510 	0.9224
8510 	0.9223
8510 	0.9222
8510 	0.9221
8520 	0.9219
8520 	0.9218
8520 	0.9217
8520 	0.9216
8530 	0.9215
8530 	0.9214
8530 	0.9213
8530 	0.9212
8540 	0.921
8540 	0.9209
8540 	0.9208
8540 	0.9207
8550 	0.9206
8550 	0.9205
8550 	0.9204
8550 	0.9203
8560 	0.9201
8560 	0.92
8560 	0.9199
8560 	0.9198
8560 	0.9197
8570 	0.9195
8570 	0.9194
8570 	0.9193
8570 	0.9192
8580 	0.9191
8580 	0.9189
8580 	0.9188
8580 	0.9187
8590 	0.9186
8590 	0.9185
8590 	0.9183
8590 	0.9182
8600 	0.9181
8600 	0.918
8600 	0.9179
8600 	0.9177
8610 	0.9176
8610 	0.9175
8610 	0.9174
8610 	0.9173
8620 	0.9171
8620 	0.917
8620 	0.9169
8620 	0.9168
8630 	0.9167
8630 	0.9165
8630 	0.9164
8630 	0.9163
8640 	0.9162
8640 	0.916
8640 	0.9159
8640 	0.9158
8640 	0.9157
8650 	0.9155
8650 	0.9154
8650 	0.9153
8650 	0.9152
8660 	0.915
8660 	0.9149
8660 	0.9148
8660 	0.9146
8670 	0.9145
8670 	0.9144
8670 	0.9143
8670 	0.9141
8680 	0.914
8680 	0.9139
8680 	0.9137
8680 	0.9136
8690 	0.9135
8690 	0.9133
8690 	0.9132
8690 	0.9131
8700 	0.9129
8700 	0.9128
8700 	0.9127
8700 	0.9125
8710 	0.9124
8710 	0.9122
8710 	0.9121
8710 	0.912
8710 	0.9118
8720 	0.9117
8720 	0.9116
8720 	0.9114
8720 	0.9113
8730 	0.9112
8730 	0.911
8730 	0.9109
8730 	0.9108
8740 	0.9106
8740 	0.9105
8740 	0.9104
8740 	0.9102
8750 	0.9101
8750 	0.91
8750 	0.9098
8750 	0.9097
8760 	0.9096
8760 	0.9094
8760 	0.9093
8760 	0.9091
8770 	0.909
8770 	0.9089
8770 	0.9087
8770 	0.9086
8780 	0.9084
8780 	0.9083
8780 	0.9081
8780 	0.908
8780 	0.9078
8790 	0.9077
8790 	0.9075
8790 	0.9074
8790 	0.9072
8800 	0.9071
8800 	0.9069
8800 	0.9068
8800 	0.9066
8810 	0.9065
8810 	0.9063
8810 	0.9062
8810 	0.906
8820 	0.9059
8820 	0.9057
8820 	0.9056
8820 	0.9054
8830 	0.9053
8830 	0.9051
8830 	0.905
8830 	0.9048
8840 	0.9047
8840 	0.9045
8840 	0.9044
8840 	0.9042
8850 	0.904
8850 	0.9039
8850 	0.9037
8850 	0.9036
8850 	0.9034
8860 	0.9032
8860 	0.9031
8860 	0.9029
8860 	0.9028
8870 	0.9026
8870 	0.9024
8870 	0.9023
8870 	0.9021
8880 	0.902
8880 	0.9018
8880 	0.9016
8880 	0.9015
8890 	0.9013
8890 	0.9011
8890 	0.901
8890 	0.9008
8900 	0.9006
8900 	0.9005
8900 	0.9003
8900 	0.9001
8910 	0.8999
8910 	0.8998
8910 	0.8996
8910 	0.8994
8920 	0.8992
8920 	0.899
8920 	0.8989
8920 	0.8987
8930 	0.8985
8930 	0.8983
8930 	0.8981
8930 	0.898
8930 	0.8978
8940 	0.8976
8940 	0.8974
8940 	0.8972
8940 	0.8971
8950 	0.8969
8950 	0.8967
8950 	0.8965
8950 	0.8963
8960 	0.8961
8960 	0.896
8960 	0.8958
8960 	0.8956
8970 	0.8954
8970 	0.8952
8970 	0.895
8970 	0.8949
8980 	0.8947
8980 	0.8945
8980 	0.8943
8980 	0.8941
8990 	0.894
8990 	0.8938
8990 	0.8936
8990 	0.8934
9000 	0.8932
9000 	0.8931
9000 	0.8929
9000 	0.8927
9000 	0.8925
9010 	0.8923
9010 	0.8921
9010 	0.8919
9010 	0.8917
9020 	0.8916
9020 	0.8914
9020 	0.8912
9020 	0.891
9030 	0.8908
9030 	0.8906
9030 	0.8904
9030 	0.8902
9040 	0.89
9040 	0.8898
9040 	0.8896
9040 	0.8894
9050 	0.8892
9050 	0.889
9050 	0.8888
9050 	0.8887
9060 	0.8885
9060 	0.8883
9060 	0.8881
9060 	0.8879
9070 	0.8877
9070 	0.8875
9070 	0.8873
9070 	0.8871
9070 	0.8869
9080 	0.8867
9080 	0.8865
9080 	0.8863
9080 	0.8861
9090 	0.8859
9090 	0.8857
9090 	0.8855
9090 	0.8853
9100 	0.8851
9100 	0.8849
9100 	0.8847
9100 	0.8845
9110 	0.8843
9110 	0.8841
9110 	0.8839
9110 	0.8837
9120 	0.8835
9120 	0.8832
9120 	0.883
9120 	0.8828
9130 	0.8826
9130 	0.8824
9130 	0.8822
9130 	0.882
9140 	0.8818
9140 	0.8816
9140 	0.8814
9140 	0.8812
9140 	0.8809
9150 	0.8807
9150 	0.8805
9150 	0.8803
9150 	0.8801
9160 	0.8799
9160 	0.8797
9160 	0.8795
9160 	0.8793
9170 	0.879
9170 	0.8788
9170 	0.8786
9170 	0.8784
9180 	0.8782
9180 	0.878
9180 	0.8778
9180 	0.8775
9190 	0.8773
9190 	0.8771
9190 	0.8769
9190 	0.8767
9200 	0.8764
9200 	0.8762
9200 	0.876
9200 	0.8758
9210 	0.8755
9210 	0.8753
9210 	0.8751
9210 	0.8748
9210 	0.8746
9220 	0.8744
9220 	0.8741
9220 	0.8739
9220 	0.8737
9230 	0.8735
9230 	0.8732
9230 	0.873
9230 	0.8728
9240 	0.8725
9240 	0.8723
9240 	0.872
9240 	0.8718
9250 	0.8716
9250 	0.8713
9250 	0.8711
9250 	0.8709
9260 	0.8706
9260 	0.8704
9260 	0.8701
9260 	0.8699
9270 	0.8697
9270 	0.8694
9270 	0.8692
9270 	0.8689
9280 	0.8687
9280 	0.8685
9280 	0.8682
9280 	0.868
9290 	0.8677
9290 	0.8675
9290 	0.8672
9290 	0.867
9290 	0.8667
9300 	0.8665
9300 	0.8662
9300 	0.866
9300 	0.8657
9310 	0.8655
9310 	0.8652
9310 	0.8649
9310 	0.8647
9320 	0.8644
9320 	0.8642
9320 	0.8639
9320 	0.8637
9330 	0.8634
9330 	0.8631
9330 	0.8629
9330 	0.8626
9340 	0.8623
9340 	0.8621
9340 	0.8618
9340 	0.8616
9350 	0.8613
9350 	0.861
9350 	0.8608
9350 	0.8605
9360 	0.8602
9360 	0.86
9360 	0.8597
9360 	0.8594
9360 	0.8592
9370 	0.8589
9370 	0.8587
9370 	0.8584
9370 	0.8581
9380 	0.8578
9380 	0.8576
9380 	0.8573
9380 	0.857
9390 	0.8568
9390 	0.8565
9390 	0.8562
9390 	0.8559
9400 	0.8556
9400 	0.8554
9400 	0.8551
9400 	0.8548
9410 	0.8545
9410 	0.8542
9410 	0.8539
9410 	0.8537
9420 	0.8534
9420 	0.8531
9420 	0.8528
9420 	0.8525
9430 	0.8522
9430 	0.8519
9430 	0.8516
9430 	0.8513
9430 	0.8511
9440 	0.8508
9440 	0.8505
9440 	0.8502
9440 	0.8499
9450 	0.8496
9450 	0.8493
9450 	0.849
9450 	0.8487
9460 	0.8484
9460 	0.8481
9460 	0.8478
9460 	0.8475
9470 	0.8472
9470 	0.8469
9470 	0.8466
9470 	0.8464
9480 	0.8461
9480 	0.8458
9480 	0.8455
9480 	0.8452
9490 	0.8449
9490 	0.8446
9490 	0.8443
9490 	0.844
9500 	0.8437
9500 	0.8434
9500 	0.8431
9500 	0.8428
9500 	0.8425
9510 	0.8422
9510 	0.8419
9510 	0.8416
9510 	0.8413
9520 	0.841
9520 	0.8406
9520 	0.8403
9520 	0.84
9530 	0.8397
9530 	0.8394
9530 	0.8391
9530 	0.8388
9540 	0.8385
9540 	0.8382
9540 	0.8379
9540 	0.8376
9550 	0.8373
9550 	0.8369
9550 	0.8366
9550 	0.8363
9560 	0.836
9560 	0.8357
9560 	0.8353
9560 	0.835
9570 	0.8347
9570 	0.8344
9570 	0.8341
9570 	0.8337
9580 	0.8334
9580 	0.8331
9580 	0.8328
9580 	0.8324
9580 	0.8321
9590 	0.8318
9590 	0.8315
9590 	0.8311
9590 	0.8308
9600 	0.8305
9600 	0.8302
9600 	0.8298
9600 	0.8295
9610 	0.8292
9610 	0.8288
9610 	0.8285
9610 	0.8282
9620 	0.8279
9620 	0.8275
9620 	0.8272
9620 	0.8269
9630 	0.8265
9630 	0.8262
9630 	0.8259
9630 	0.8255
9640 	0.8252
9640 	0.8248
9640 	0.8245
9640 	0.8242
9650 	0.8238
9650 	0.8235
9650 	0.8231
9650 	0.8228
9650 	0.8224
9660 	0.8221
9660 	0.8217
9660 	0.8214
9660 	0.821
9670 	0.8207
9670 	0.8203
9670 	0.82
9670 	0.8196
9680 	0.8193
9680 	0.8189
9680 	0.8186
9680 	0.8182
9690 	0.8179
9690 	0.8175
9690 	0.8172
9690 	0.8168
9700 	0.8165
9700 	0.8161
9700 	0.8158
9700 	0.8154
9710 	0.8151
9710 	0.8147
9710 	0.8144
9710 	0.814
9720 	0.8136
9720 	0.8133
9720 	0.8129
9720 	0.8126
9720 	0.8122
9730 	0.8118
9730 	0.8115
9730 	0.8111
9730 	0.8107
9740 	0.8104
9740 	0.81
9740 	0.8096
9740 	0.8093
9750 	0.8089
9750 	0.8085
9750 	0.8082
9750 	0.8078
9760 	0.8074
9760 	0.807
9760 	0.8067
9760 	0.8063
9770 	0.8059
9770 	0.8055
9770 	0.8052
9770 	0.8048
9780 	0.8044
9780 	0.804
9780 	0.8037
9780 	0.8033
9790 	0.8029
9790 	0.8025
9790 	0.8021
9790 	0.8018
9790 	0.8014
9800 	0.801
9800 	0.8006
9800 	0.8002
9800 	0.7999
9810 	0.7995
9810 	0.7991
9810 	0.7987
9810 	0.7983
9820 	0.7979
9820 	0.7975
9820 	0.7972
9820 	0.7968
9830 	0.7964
9830 	0.796
9830 	0.7956
9830 	0.7952
9840 	0.7948
9840 	0.7944
9840 	0.794
9840 	0.7936
9850 	0.7932
9850 	0.7928
9850 	0.7924
9850 	0.792
9860 	0.7916
9860 	0.7912
9860 	0.7908
9860 	0.7904
9860 	0.79
9870 	0.7895
9870 	0.7891
9870 	0.7887
9870 	0.7883
9880 	0.7879
9880 	0.7875
9880 	0.7871
9880 	0.7867
9890 	0.7863
9890 	0.7859
9890 	0.7855
9890 	0.7851
9900 	0.7847
9900 	0.7843
9900 	0.7838
9900 	0.7834
9910 	0.783
9910 	0.7826
9910 	0.7822
9910 	0.7818
9920 	0.7814
9920 	0.781
9920 	0.7805
9920 	0.7801
9930 	0.7797
9930 	0.7793
9930 	0.7789
9930 	0.7784
9940 	0.778
9940 	0.7776
9940 	0.7772
9940 	0.7767
9940 	0.7763
9950 	0.7759
9950 	0.7754
9950 	0.775
9950 	0.7746
9960 	0.7742
9960 	0.7737
9960 	0.7733
9960 	0.7729
9970 	0.7724
9970 	0.772
9970 	0.7715
9970 	0.7711
9980 	0.7707
9980 	0.7702
9980 	0.7698
9980 	0.7694
9990 	0.7689
9990 	0.7685
9990 	0.768
9990 	0.7676
10000 	0.7671
