250	7.82773705355734E-05
250.5	4.71721704123902E-05
251	6.37891218788047E-05
251.5	9.43308146240309E-05
252	3.33251820068667E-06
252.5	1.03544230623671E-04
253	3.2744192584708E-05
253.5	7.02830933190085E-06
254	6.08832312409162E-05
254.5	3.50382149541001E-05
255	1.12925852474995E-04
255.5	1.17937972555278E-04
256	7.93135807324582E-05
256.5	-1.21964261747651E-05
257	4.42165222070778E-05
257.5	1.18469303692292E-05
258	1.17252767429443E-04
258.5	7.5948898537784E-05
259	1.34879435531358E-04
259.5	5.24350671312657E-05
260	4.80954134593778E-05
260.5	1.86060727051676E-04
261	8.74537096517324E-05
261.5	4.27535060943301E-05
262	1.59710332509475E-04
262.5	5.13396972440875E-05
263	1.07846069633679E-04
263.5	9.53257422444265E-05
264	6.91450311308672E-05
264.5	2.42197750200837E-05
265	8.2087686863939E-05
265.5	8.60589043235418E-05
266	6.0595189560138E-05
266.5	1.42782441673875E-04
267	4.4156929204454E-05
267.5	6.54317326260036E-06
268	1.32642022559761E-04
268.5	1.35075255100629E-04
269	8.11879269956715E-05
269.5	3.70753240426727E-05
270	3.36768494887403E-05
270.5	-8.58891889364818E-06
271	9.70490279837539E-05
271.5	8.7596312691529E-05
272	1.75546970374019E-04
272.5	1.40495469465801E-04
273	5.28636445307565E-05
273.5	1.35105775999953E-04
274	4.44640596407334E-05
274.5	4.97811010216437E-05
275	4.35865558537471E-05
275.5	1.41720870050323E-04
276	1.06289855527115E-04
276.5	9.15623528343581E-05
277	9.04561198021481E-05
277.5	3.46199245326802E-05
278	7.03882336229026E-05
278.5	8.30973758776634E-05
279	-3.42694145750297E-06
279.5	1.49947101548176E-04
280	5.27457057797947E-05
280.5	3.01215153484646E-05
281	4.77563716931427E-05
281.5	8.4679445633822E-05
282	1.26097342352279E-04
282.5	9.24020481553329E-05
283	7.71384216953546E-05
283.5	1.32305425900472E-04
284	7.58915966377411E-05
284.5	1.40230337707924E-04
285	6.52773521964119E-05
285.5	1.29263829575264E-04
286	6.63494301062183E-05
286.5	9.83387496651267E-05
287	1.24534687443938E-04
287.5	1.39562165659617E-04
288	6.26141510744843E-05
288.5	1.20142523039335E-04
289	3.80973468109141E-05
289.5	1.47784107225155E-04
290	1.14981826343455E-04
290.5	7.46748855003705E-05
291	7.30676943279235E-05
291.5	-7.5831184898225E-05
292	1.01178454605105E-04
292.5	-2.94738099098438E-06
293	-3.72410748718031E-06
293.5	3.16069658370263E-05
294	6.68713811332599E-05
294.5	9.218095964458E-05
295	7.37234930020084E-05
295.5	9.80793011487687E-05
296	-3.91517342901646E-05
296.5	5.05097674781566E-05
297	5.96600344301679E-05
297.5	8.71996781711251E-05
298	-7.44097014478649E-06
298.5	9.65329973158042E-05
299	1.01360365388423E-04
299.5	8.58624897709815E-05
300	8.43101205536578E-05
300.5	7.30289977643546E-06
301	4.25526255424648E-05
301.5	8.27934331184711E-05
302	1.85022068900947E-05
302.5	5.47688875162975E-05
303	7.79158180934819E-05
303.5	5.17107433156314E-05
304	3.70723445060615E-05
304.5	9.03572346746713E-05
305	9.71976230385915E-05
305.5	4.68599713555618E-05
306	5.16034362241362E-05
306.5	7.80038532316505E-05
307	2.4022799033772E-04
307.5	1.77642723321837E-04
308	8.14837678976675E-05
308.5	1.28203367750378E-04
309	4.02199552234837E-05
309.5	1.06207928485697E-04
310	8.30183833150645E-05
310.5	7.09681302681752E-05
311	1.41849085633213E-04
311.5	1.07941217107373E-04
312	5.56546647447961E-05
312.5	6.82118139786998E-05
313	7.53547523704505E-05
313.5	7.95375091061389E-05
314	4.4243675233164E-05
314.5	1.26901770556683E-04
315	5.48883878214808E-05
315.5	3.96044550584287E-05
316	1.08671184831721E-04
316.5	1.3308842801458E-04
317	2.34979674009502E-05
317.5	6.5832539747968E-05
318	6.21961479358816E-05
318.5	6.90512296962783E-05
319	1.44135651328017E-05
319.5	1.15855988557812E-04
320	6.685763031315E-05
320.5	1.27075330650513E-04
321	7.01382709917559E-05
321.5	1.11954105582674E-04
322	1.14503243617235E-04
322.5	6.31060467885886E-05
323	1.22675746900092E-04
323.5	-2.35637669537731E-05
324	9.36849826737844E-05
324.5	1.29921084508292E-05
325	6.73960232687E-05
325.5	8.69748967937534E-05
